Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
7	-N/A-,-N/A-	MH584590	Yes	1155	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
1	PB1	MH584595	Yes	2340	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
3	PA	MH584602	Yes	2276	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
2	PB2	MH584604	Yes	2367	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
7	-N/A-,-N/A-	MH584598	Yes	1154	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
1	PB1	MH584603	Yes	2340	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
5	NP	MH584600	Yes	1815	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
8	-N/A-,-N/A-	MH584597	Yes	1067	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
6	-N/A-,-N/A-	MH584599	Yes	1528	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
4	HA	MH584601	Yes	1850	-N/A-	04/09/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/30/2018	Pass	
1	PB1	MH604745	Yes	2340	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
6	-N/A-,-N/A-	MH604749	Yes	1530	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
5	NP	MH604748	Yes	1816	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
7	-N/A-,-N/A-	MH604750	Yes	1155	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
8	-N/A-,-N/A-	MH604751	Yes	1062	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
4	HA	MH604747	Yes	1853	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
3	PA	MH604746	Yes	2275	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
2	PB2	MH604744	Yes	2367	-N/A-	03/25/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/31/2018	Pass	
8	-N/A-,-N/A-	MH604759	Yes	1062	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
6	-N/A-,-N/A-	MH604757	Yes	1529	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
4	HA	MH604755	Yes	1853	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
2	PB2	MH604753	Yes	2367	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
3	PA	MH604754	Yes	2276	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
1	PB1	MH604752	Yes	2340	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
7	-N/A-,-N/A-	MH604758	Yes	1155	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
5	NP	MH604756	Yes	1816	-N/A-	04/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/32/2018	Pass	
5	NP	MH606593	Yes	1816	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
7	-N/A-,-N/A-	MH606595	Yes	1155	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
2	PB2	MH606589	Yes	2367	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
3	PA	MH606591	Yes	2275	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
1	PB1	MH606590	Yes	2340	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
4	HA	MH606592	Yes	1853	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
6	-N/A-,-N/A-	MH606594	Yes	1530	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
8	-N/A-,-N/A-	MH606596	Yes	1062	-N/A-	04/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/33/2018	Pass	
7	-N/A-,-N/A-	MH606603	Yes	1155	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
8	-N/A-,-N/A-	MH606604	Yes	1062	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
1	PB1	MH606598	Yes	2340	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
6	-N/A-,-N/A-	MH606602	Yes	1530	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
5	NP	MH606601	Yes	1816	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
3	PA	MH606599	Yes	2275	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
2	PB2	MH606597	Yes	2367	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
4	HA	MH606600	Yes	1853	-N/A-	05/18/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/37/2018	Pass	
2	PB2	CY250769	Yes	2367	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
3	PA	CY250770	Yes	2275	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
5	NP	CY250772	Yes	1816	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
7	-N/A-,M1	CY250774	Yes	1155	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
6	NA,NB	CY256655	Yes	1530	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
8	NS1,NS2	CY256657	Yes	1062	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
2	PB2	CY256651	Yes	2367	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
4	HA	CY256653	Yes	1853	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
1	PB1	CY250768	Yes	2340	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
4	HA	CY250771	Yes	1853	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
6	NA,NB	CY250773	Yes	1530	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
8	NS1,NS2	CY250775	Yes	1062	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
1	PB1	CY256650	Yes	2340	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
3	PA	CY256652	Yes	2275	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
5	NP	CY256654	Yes	1816	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
7	-N/A-,M1	CY256656	Yes	1155	-N/A-	10/10/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/87/2017	Pass	
3	PA	CY262128	Yes	2275	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
4	HA	CY262129	Yes	1853	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
8	NS1,NS2	CY258760	Yes	1062	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
7	-N/A-,M1	CY258759	Yes	1155	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
5	NP	CY258757	Yes	1816	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
3	PA	CY258755	Yes	2275	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
1	PB1	CY258753	Yes	2340	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
2	PB2	CY262127	Yes	2367	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
5	NP	CY262130	Yes	1816	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
6	NA,NB	CY258758	Yes	1530	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
4	HA	CY258756	Yes	1853	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
2	PB2	CY258754	Yes	2367	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
8	NS1,NS2	CY262133	Yes	1062	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
6	NA,NB	CY262131	Yes	1530	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
7	-N/A-,M1	CY262132	Yes	1155	-N/A-	10/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/88/2017	Pass	
5	NP	CY263431	Yes	1816	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
7	-N/A-,M1	CY263433	Yes	1155	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
3	PA	CY263429	Yes	2275	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
1	PB1	CY263427	Yes	2340	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
7	-N/A-,M1	CY260253	Yes	1155	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
5	NP	CY260251	Yes	1816	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
4	HA	CY260250	Yes	1853	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
2	PB2	CY260248	Yes	2367	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
1	PB1	CY260247	Yes	2340	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
6	NA,NB	CY263432	Yes	1530	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
2	PB2	CY263428	Yes	2367	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
8	NS1,NS2	CY260254	Yes	1063	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
6	NA,NB	CY260252	Yes	1530	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
3	PA	CY260249	Yes	2275	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
8	NS1,NS2	CY263434	Yes	1063	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
4	HA	CY263430	Yes	1853	-N/A-	11/03/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/89/2017	Pass	
8	-N/A-,-N/A-	MH581803	Yes	1062	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
3	PA	MH581798	Yes	2275	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
5	NP	MH581800	Yes	1816	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
4	HA	MH581799	Yes	1853	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
3	PA	MH130946	Yes	2275	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
8	-N/A-,-N/A-	MH130951	Yes	1062	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
6	-N/A-,-N/A-	MH130949	Yes	1530	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
4	HA	MH130947	Yes	1853	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
1	PB1	MH130945	Yes	2340	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
6	-N/A-,-N/A-	MH581801	Yes	1530	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
5	NP	MH130948	Yes	1816	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
7	-N/A-,-N/A-	MH581802	Yes	1155	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
1	PB1	MH581797	Yes	2340	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
7	-N/A-,-N/A-	MH130950	Yes	1155	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
2	PB2	MH581796	Yes	2367	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
2	PB2	MH130944	Yes	2367	-N/A-	11/28/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/90/2017	Pass	
7	-N/A-,-N/A-	MH130958	Yes	1154	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
5	NP	MH581808	Yes	1815	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
8	-N/A-,-N/A-	MH130959	Yes	1066	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
6	-N/A-,-N/A-	MH581809	Yes	1528	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
6	-N/A-,-N/A-	MH130957	Yes	1528	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
1	PB1	MH581805	Yes	2340	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
4	HA	MH130955	Yes	1850	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
7	-N/A-,-N/A-	MH581810	Yes	1154	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
1	PB1	MH130953	Yes	2340	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
8	-N/A-,-N/A-	MH581811	Yes	1066	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
2	PB2	MH581804	Yes	2367	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
3	PA	MH581806	Yes	2276	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
4	HA	MH581807	Yes	1850	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
5	NP	MH130956	Yes	1815	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
3	PA	MH130954	Yes	2276	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
2	PB2	MH130952	Yes	2367	-N/A-	12/06/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/91/2017	Pass	
8	-N/A-,-N/A-	MH130967	Yes	1062	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
6	-N/A-,-N/A-	MH130965	Yes	1530	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
4	HA	MH130963	Yes	1853	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
1	PB1	MH130961	Yes	2340	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
7	-N/A-,-N/A-	MH581818	Yes	1155	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
5	NP	MH581816	Yes	1816	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
3	PA	MH581814	Yes	2275	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
7	-N/A-,-N/A-	MH130966	Yes	1155	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
5	NP	MH130964	Yes	1816	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
3	PA	MH130962	Yes	2275	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
2	PB2	MH130960	Yes	2367	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
2	PB2	MH581812	Yes	2367	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
8	-N/A-,-N/A-	MH581819	Yes	1062	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
1	PB1	MH581813	Yes	2340	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
6	-N/A-,-N/A-	MH581817	Yes	1530	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
4	HA	MH581815	Yes	1853	-N/A-	12/13/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/92/2017	Pass	
7	-N/A-,-N/A-	MH581826	Yes	1155	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
8	-N/A-,-N/A-	MH130975	Yes	1063	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
6	-N/A-,-N/A-	MH581825	Yes	1529	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
8	-N/A-,-N/A-	MH581827	Yes	1063	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
5	NP	MH581824	Yes	1816	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
2	PB2	MH581820	Yes	2367	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
3	PA	MH581822	Yes	2276	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
4	HA	MH130971	Yes	1853	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
3	PA	MH130970	Yes	2276	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
2	PB2	MH130968	Yes	2367	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
6	-N/A-,-N/A-	MH130973	Yes	1529	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
7	-N/A-,-N/A-	MH130974	Yes	1155	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
5	NP	MH130972	Yes	1816	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
1	PB1	MH130969	Yes	2340	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
1	PB1	MH581821	Yes	2340	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
4	HA	MH581823	Yes	1853	-N/A-	12/14/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/93/2017	Pass	
5	NP	MH130980	Yes	1816	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
7	-N/A-,-N/A-	MH130982	Yes	1155	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
2	PB2	MH581828	Yes	2367	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
3	PA	MH581830	Yes	2275	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
5	NP	MH581832	Yes	1816	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
8	-N/A-,-N/A-	MH130983	Yes	1062	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
8	-N/A-,-N/A-	MH581835	Yes	1062	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
2	PB2	MH130976	Yes	2367	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
3	PA	MH130978	Yes	2275	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
4	HA	MH130979	Yes	1853	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
6	-N/A-,-N/A-	MH130981	Yes	1530	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
1	PB1	MH581829	Yes	2341	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
4	HA	MH581831	Yes	1853	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
6	-N/A-,-N/A-	MH581833	Yes	1530	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
7	-N/A-,-N/A-	MH581834	Yes	1155	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
1	PB1	MH130977	Yes	2341	-N/A-	12/19/2017	IRD:Human	USA	Michigan	17-18	B/Michigan/94/2017	Pass	
8	-N/A-,-N/A-	MH081255	Yes	1067	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
2	PB2	MH081256	Yes	2367	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
1	PB1	MH081254	Yes	2340	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
3	PA	MH081257	Yes	2276	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
5	NP	MH081259	Yes	1815	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
7	-N/A-,-N/A-	MH081261	Yes	1154	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
6	-N/A-,-N/A-	MH081260	Yes	1528	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
4	HA	MH081258	Yes	1850	-N/A-	01/01/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/01/2018	Pass	
5	NP	MH136246	Yes	1815	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
6	-N/A-,-N/A-	MH136247	Yes	1529	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
4	HA	MH136245	Yes	1850	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
1	PB1	MH136243	Yes	2340	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
7	-N/A-,-N/A-	MH136248	Yes	1154	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
2	PB2	MH136242	Yes	2367	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
3	PA	MH136244	Yes	2276	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
8	-N/A-,-N/A-	MH136249	Yes	1066	-N/A-	01/08/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/03/2018	Pass	
4	HA	MH136256	Yes	1853	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
7	-N/A-,-N/A-	MH136254	Yes	1155	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
1	PB1	MH136251	Yes	2340	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
2	PB2	MH136250	Yes	2367	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
6	-N/A-,-N/A-	MH136257	Yes	1530	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
8	-N/A-,-N/A-	MH136255	Yes	1061	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
5	NP	MH136253	Yes	1816	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
3	PA	MH136252	Yes	2275	-N/A-	01/15/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/04/2018	Pass	
2	PB2	MH136265	Yes	2367	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
3	PA	MH136258	Yes	2276	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
5	NP	MH136260	Yes	1815	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
7	-N/A-,-N/A-	MH136262	Yes	1154	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
1	PB1	MH136264	Yes	2340	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
6	-N/A-,-N/A-	MH136261	Yes	1529	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
8	-N/A-,-N/A-	MH136263	Yes	1066	-N/A-	01/13/2018	IRD:Human	USA	Minnesota	17-18	B/Minnesota/05/2018	Pass	
